"","Filename","2024_POS_CC_1_Run20.mzML","2024_POS_CC_2_Run47.mzML","2024_POS_CC_3_Run61.mzML","2024_POS_CC-VPA_1_Run26.mzML","2024_POS_CC-VPA_2_Run35.mzML","2024_POS_CC-VPA_3_Run76.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","99/244.1907mz/2.1min","362358.0","378928.16","448430.34","307426.66","525212.1","422510.03"
"3","100/99.5121mz/2.11min","297106.94","646871.1","642649.8","638568.75","244737.95","549190.94"
"4","101/181.0971mz/2.12min","898039.1","811825.75","944581.0","1018357.56","1876907.1","972396.6"
"5","102/245.0954mz/2.12min","4122480.2","3831443.2","4424619.0","4638589.5","8784264.0","4549913.5"
"6","103/302.1961mz/2.17min","49615.59","63591.703","76567.086","31329.102","60916.7","69640.586"
"7","104/184.1695mz/2.21min","1963623.9","2006927.0","2359434.5","1646339.5","2665836.2","2241493.0"
"8","105/217.1247mz/2.25min","490726.38","512937.16","524780.9","501905.6","474243.97","475508.16"
"9","106/218.1281mz/2.25min","6703308.0","7037200.0","7092236.5","6861139.0","6502514.5","6383575.0"
"10","107/200.1046mz/2.25min","5724253.5","6020740.5","5971879.5","5947078.0","5438563.0","5351898.5"
"11","109/195.1227mz/2.29min","662007.2","661755.6","609265.1","617123.75","778880.7","647633.2"
"12","110/244.2012mz/2.36min","2119867.8","1235168.4","1254858.4","2147731.5","2111869.8","2053836.6"
"13","112/302.1961mz/2.37min","577454.4","460546.97","503479.28","475001.38","664532.9","367384.06"
"14","113/244.2012mz/2.51min","317576.8","316261.53","321047.5","322345.53","320194.47","322071.6"
"15","114/184.1695mz/2.52min","189120.73","199355.02","262391.03","155702.42","261791.45","249075.4"
"16","115/316.2117mz/2.58min","518763.5","555945.0","515751.84","306306.2","363534.62","360658.22"
"17","116/261.1234mz/2.6min","3745073.2","3550931.0","3679835.0","4126006.8","7528732.0","3580228.2"
"18","117/180.1019mz/2.66min","304599.34","289440.38","351532.84","378114.6","621144.9","292324.5"
"19","118/259.2202mz/2.66min","444309.44","450825.1","453464.7","448286.34","483413.56","463438.2"
"20","119/130.159mz/2.69min","415925.8","421903.75","418963.97","388257.3","570850.6","407016.6"
"21","120/185.0855mz/2.7min","777895.7","528040.94","382658.53","653211.9","774935.8","919407.2"
"22","121/197.1285mz/2.71min","2253950.2","2233381.2","2507296.8","2596728.0","5271904.5","2405259.5"
"23","122/202.1801mz/2.73min","117968.21","137273.95","177111.53","95297.0","171281.27","160461.12"
"24","123/316.2118mz/2.74min","1072906.8","1166596.2","1235190.8","652820.94","804883.4","811533.56"
"25","124/214.1801mz/2.75min","77211.89","85959.45","88138.39","63524.0","90685.94","73464.57"
"26","125/185.1284mz/2.8min","77001.2","61179.35","73187.625","89469.484","217889.4","88999.44"
"27","126/259.2202mz/2.79min","201252.77","200408.77","200241.4","201042.77","194456.23","195985.67"
"28","127/272.1856mz/2.82min","1246104.6","1329863.4","1344371.1","958135.8","1228810.0","1025878.44"
"29","128/120.0443mz/2.82min","583206.75","258310.25","378867.56","261429.9","362032.9","291551.56"
"30","129/138.0549mz/2.82min","601815.75","265142.75","393499.62","268257.06","375671.66","295781.0"
"31","130/181.0971mz/2.84min","85198.02","95668.05","72708.77","74672.2","114006.63","52489.656"
"32","131/185.1284mz/2.87min","55443.945","68127.84","79606.73","79955.18","189029.08","65901.836"
"33","132/183.0917mz/2.96min","757174.4","518081.8","571238.75","552665.5","1072160.5","733635.94"
"34","133/244.2012mz/3.06min","39026.684","44383.53","44044.227","43158.637","30518.21","36842.047"
"35","134/211.1441mz/3.14min","2833066.5","2714042.2","2883836.8","3195446.2","5816375.5","2740333.5"
"36","135/211.144mz/3.24min","3156233.5","2982399.8","3417069.0","3721597.5","7202271.5","3556694.5"
"37","136/245.1284mz/3.26min","1398522.4","1330699.2","1425901.0","1589152.4","3005737.2","1369285.1"
"38","137/214.0498mz/3.32min","4383463.0","3823617.2","6604240.5","3697411.5","10656628.0","7637550.0"
"39","138/320.1703mz/3.29min","44587.94","36998.15","42043.977","38441.477","55710.51","39767.676"
"40","139/215.053mz/3.31min","548937.3","502543.1","880827.2","497579.38","1323070.6","989236.6"
"41","140/182.1903mz/3.35min","366698.97","362229.62","320492.4","323858.3","380840.5","231451.06"
"42","141/245.1284mz/3.39min","3259170.0","2998391.5","3290411.8","3668925.8","6945503.5","2989813.8"
"43","143/228.2321mz/3.46min","374266.97","387021.8","435638.53","338511.03","448942.16","361173.6"
"44","144/264.1335mz/3.47min","1062805.0","737559.6","876122.44","884297.5","1101118.5","1157296.2"
"45","145/213.1597mz/3.51min","199110.61","88225.41","229716.78","150939.44","460743.16","246169.31"
"46","148/215.053mz/3.54min","2483226.5","1904962.6","3271536.0","2224346.5","2712889.8","2085054.5"
"47","149/214.0499mz/3.54min","27752528.0","21875316.0","26346566.0","24282580.0","25569760.0","19675018.0"
"48","150/274.1648mz/3.54min","835814.9","809188.4","832806.6","834730.7","807497.44","770057.06"
"49","151/228.2321mz/3.54min","147417.58","139505.05","161905.42","127252.61","181617.0","139731.5"
"50","152/228.2321mz/3.66min","1943579.0","1970114.9","2159286.5","1680255.8","2228932.8","1831442.2"
"51","153/246.1335mz/3.67min","215748.77","202918.1","201266.3","209579.23","215881.27","205958.02"
"52","154/586.2703mz/3.73min","1014120.25","897805.44","367355.75","909314.0","1265135.1","778768.5"
"53","155/320.1703mz/3.75min","70265.625","54729.83","52197.117","55141.242","63683.586","51065.285"
"54","156/195.1379mz/3.83min","77177.36","83246.664","99103.6","106147.03","79950.72","95726.82"
"55","157/514.2855mz/3.97min","951709.75","1089534.6","1340759.6","945739.0","1268559.1","1020215.7"
"56","158/394.2222mz/4.15min","340853.97","262886.66","301948.3","309372.62","590222.4","336049.72"
"57","160/321.1738mz/4.32min","944117.44","756909.06","690009.6","740845.2","939297.75","714522.1"
"58","161/320.1703mz/4.32min","6276044.5","4979478.0","4532468.0","5155798.5","6180318.5","4731913.5"
"59","162/325.1257mz/4.32min","694140.5","478547.88","467068.2","593595.0","716697.2","532366.6"
"60","163/195.1379mz/4.34min","826656.94","741257.94","812256.3","810930.7","851382.7","762861.4"
"61","164/364.1965mz/4.4min","492407.03","402542.47","407481.97","415860.03","496726.34","402804.62"
"62","165/226.1801mz/4.42min","1213328.6","1208796.8","1239245.2","1222089.2","1236696.1","1329071.6"
"63","166/244.1906mz/4.42min","836944.6","809258.7","819670.94","833878.7","850297.56","929302.0"
"64","169/408.2226mz/4.47min","523569.12","495124.94","503237.3","422492.84","567916.2","501148.97"
"65","170/214.1801mz/4.51min","566948.5","409036.22","281583.0","424623.22","408388.75","724226.6"
"66","171/412.2457mz/4.55min","38495.562","35457.67","43226.742","35660.13","46685.75","42937.93"
"67","172/392.1914mz/4.56min","2679363.2","2131720.2","2003049.5","2116573.5","2758971.2","1954955.0"
"68","173/583.2912mz/4.61min","144715.45","39467.914","25571.318","75971.26","96463.87","88519.05"
"69","175/246.2427mz/4.69min","421906.94","241016.22","361673.1","275716.66","382105.38","367148.47"
"70","176/583.291mz/4.72min","80093.15","28315.516","5795.407","46538.59","70644.93","54166.336"
"71","177/211.9705mz/4.75min","3010576.2","3086185.2","3181167.0","3163383.0","3222531.5","3149442.2"
"72","178/213.9685mz/4.75min","2951436.0","2976733.5","3062890.5","3083303.5","3196613.5","3087852.2"
"73","179/229.9811mz/4.75min","7010560.0","7350487.0","7657618.0","7140516.0","7813506.5","7610421.0"
"74","180/231.979mz/4.75min","6890246.0","7271303.5","7597168.0","7127723.5","7724055.5","7495952.5"
"75","182/230.9844mz/4.74min","586435.44","618256.9","628901.94","606097.94","649332.06","631704.7"
"76","183/232.9823mz/4.75min","559345.1","622539.4","637876.25","599733.5","651636.94","627139.94"
"77","184/270.2063mz/4.78min","372678.72","331885.22","357785.06","410803.8","716006.4","348432.72"
"78","185/656.071mz/4.78min","1124599.2","1268443.9","1618905.1","1333371.1","1110528.6","1446212.0"
"79","190/551.2695mz/4.8min","427248.25","440641.84","459741.7","362609.94","520448.75","461814.25"
"80","191/568.2961mz/4.8min","14026671.0","13417324.0","14107290.0","11533541.0","16443734.0","14251347.0"
"81","192/573.2513mz/4.8min","1187876.4","1231127.5","1249859.4","984000.1","1489337.4","1388832.8"
"82","193/274.274mz/4.85min","286962.53","183454.72","226529.44","268126.38","378058.22","383327.66"
"83","194/230.2477mz/4.87min","430348.7","260901.88","379399.28","361308.47","500228.06","481595.28"
"84","195/229.1991mz/4.88min","664404.25","658708.5","552259.4","585538.4","581213.4","890384.56"
"85","196/250.1777mz/4.88min","782530.8","806940.25","665428.2","703227.94","650862.5","1029458.44"
"86","197/228.1958mz/4.88min","5062860.0","4957938.5","4184122.5","4499413.0","4478875.5","6644012.0"
"87","198/158.1539mz/4.95min","798888.1","761025.3","778231.94","780024.7","739763.3","729562.4"
"88","199/640.3173mz/4.96min","683654.5","641711.44","712445.0","543442.0","761125.3","689404.2"
"89","200/398.23mz/4.99min","986272.94","584495.2","932737.4","818093.4","940791.1","1056301.2"
"90","201/371.2742mz/5.0min","56089.42","30918.408","60613.79","34476.098","67971.35","72329.586"
"91","202/440.277mz/5.03min","2661892.5","1602689.8","2627320.8","2367295.2","3367184.0","2984190.5"
"92","203/412.2458mz/5.06min","122609.53","80857.24","115685.586","84752.97","115791.7","140989.52"
"93","204/230.2478mz/5.09min","75506.43","44479.016","0.0","41955.258","0.0","36655.637"
"94","205/398.2301mz/5.1min","3267316.8","2135922.0","3356334.2","2927551.0","2997788.5","3629478.0"
"95","206/426.2614mz/5.11min","185890.55","87180.02","172563.95","135088.9","166436.64","207881.66"
"96","207/440.277mz/5.14min","8193631.5","6154331.5","9456741.0","9154918.0","11620478.0","9834457.0"
"97","208/412.2457mz/5.17min","484739.34","358331.8","528420.25","409854.38","480438.62","536890.7"
"98","209/274.274mz/5.2min","416781.6","240222.11","325205.22","264052.88","367379.38","341188.3"
"99","210/387.1801mz/5.21min","435207.62","353825.66","350158.44","328015.44","695663.06","329565.16"
"100","211/404.2066mz/5.21min","452540.28","363168.97","337792.12","352137.88","732672.2","347458.66"
